"date","sales","day","week","month","year","sales_flag","holiday","wday","weekend","month_1","month_2","month_3","month_4","month_5","month_6","month_7","month_8","month_9","month_10","month_11","t1_sales","t7_sales","t30_sales"
2009-01-19,1,"19","3","1","2009",0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2009-01-20,8,"20","3","1","2009",0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA
2009-01-21,7,"21","3","1","2009",0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,8,NA,NA
2009-01-22,7,"22","4","1","2009",1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,7,NA,NA
2009-01-23,15,"23","4","1","2009",0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,7,NA,NA
2009-01-24,18,"24","4","1","2009",0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,15,NA,NA
2009-01-25,35,"25","4","1","2009",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18,NA,NA
2009-01-26,34,"26","4","1","2009",0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,35,1,NA
2009-01-27,37,"27","4","1","2009",0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,34,8,NA
2009-01-28,73,"28","4","1","2009",0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,37,7,NA
2009-01-29,65,"29","5","1","2009",0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,73,7,NA
2009-01-30,71,"30","5","1","2009",0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,65,15,NA
2009-01-31,85,"31","5","1","2009",0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,71,18,NA
2009-02-01,52,"1","5","2","2009",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,85,35,NA
2009-02-02,98,"2","5","2","2009",0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,52,34,NA
2009-02-03,127,"3","5","2","2009",0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,98,37,NA
2009-02-04,94,"4","5","2","2009",0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,127,73,NA
2009-02-05,111,"5","6","2","2009",0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,94,65,NA
2009-02-06,75,"6","6","2","2009",0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,111,71,NA
2009-02-07,77,"7","6","2","2009",0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,75,85,NA
2009-02-08,107,"8","6","2","2009",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,77,52,NA
2009-02-09,106,"9","6","2","2009",0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,107,98,NA
2009-02-10,100,"10","6","2","2009",0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,106,127,NA
2009-02-11,109,"11","6","2","2009",0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,100,94,NA
2009-02-12,108,"12","7","2","2009",0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,109,111,NA
2009-02-13,70,"13","7","2","2009",0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,108,75,NA
2009-02-14,78,"14","7","2","2009",0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,70,77,NA
2009-02-15,108,"15","7","2","2009",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,78,107,NA
2009-02-16,82,"16","7","2","2009",0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,108,106,NA
2009-02-17,122,"17","7","2","2009",0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,82,100,NA
2009-02-18,99,"18","7","2","2009",0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,122,109,1
2009-02-19,101,"19","8","2","2009",0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,99,108,8
2009-02-20,90,"20","8","2","2009",0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,101,70,7
2009-02-21,81,"21","8","2","2009",0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,90,78,7
2009-02-22,94,"22","8","2","2009",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,81,108,15
2009-02-23,123,"23","8","2","2009",0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,94,82,18
2009-02-24,106,"24","8","2","2009",0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,123,122,35
2009-02-25,107,"25","8","2","2009",0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,106,99,34
2009-02-26,108,"26","9","2","2009",0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,107,101,37
2009-02-27,64,"27","9","2","2009",0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,108,90,73
2009-02-28,87,"28","9","2","2009",0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,64,81,65
2009-03-01,106,"1","9","3","2009",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,87,94,71
2009-03-02,137,"2","9","3","2009",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,106,123,85
2009-03-03,114,"3","9","3","2009",0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,137,106,52
2009-03-04,119,"4","9","3","2009",0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,114,107,98
2009-03-05,114,"5","10","3","2009",0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,119,108,127
2009-03-06,65,"6","10","3","2009",0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,114,64,94
2009-03-07,72,"7","10","3","2009",0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,65,87,111
2009-03-08,76,"8","10","3","2009",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,72,106,75
2009-03-09,113,"9","10","3","2009",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,76,137,77
2009-03-10,123,"10","10","3","2009",0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,113,114,107
2009-03-11,115,"11","10","3","2009",0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,123,119,106
2009-03-12,101,"12","11","3","2009",0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,115,114,100
2009-03-13,51,"13","11","3","2009",0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,101,65,109
2009-03-14,85,"14","11","3","2009",0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,51,72,108
2009-03-15,96,"15","11","3","2009",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,85,76,70
2009-03-16,130,"16","11","3","2009",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,96,113,78
2009-03-17,90,"17","11","3","2009",0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,130,123,108
2009-03-18,111,"18","11","3","2009",0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,90,115,82
2009-03-19,76,"19","12","3","2009",0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,111,101,122
2009-03-20,59,"20","12","3","2009",0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,76,51,99
2009-03-21,95,"21","12","3","2009",0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,59,85,101
2009-03-22,100,"22","12","3","2009",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,95,96,90
2009-03-23,120,"23","12","3","2009",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,100,130,81
2009-03-24,148,"24","12","3","2009",0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,120,90,94
2009-03-25,138,"25","12","3","2009",0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,148,111,123
2009-03-26,87,"26","13","3","2009",0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,138,76,106
2009-03-27,68,"27","13","3","2009",0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,87,59,107
2009-03-28,87,"28","13","3","2009",0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,68,95,108
2009-03-29,91,"29","13","3","2009",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,87,100,64
2009-03-30,106,"30","13","3","2009",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,91,120,87
2009-03-31,107,"31","13","3","2009",0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,106,148,106
2009-04-01,104,"1","13","4","2009",0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,107,138,137
2009-04-02,93,"2","14","4","2009",0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,104,87,114
2009-04-03,54,"3","14","4","2009",0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,93,68,119
2009-04-04,62,"4","14","4","2009",0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,54,87,114
2009-04-05,112,"5","14","4","2009",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,62,91,65
2009-04-06,110,"6","14","4","2009",0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,112,106,72
2009-04-07,103,"7","14","4","2009",0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,110,107,76
2009-04-08,142,"8","14","4","2009",0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,103,104,113
2009-04-09,99,"9","15","4","2009",0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,142,93,123
2009-04-10,51,"10","15","4","2009",0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,99,54,115
2009-04-11,71,"11","15","4","2009",0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,51,62,101
2009-04-12,71,"12","15","4","2009",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,71,112,51
2009-04-13,96,"13","15","4","2009",0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,71,110,85
2009-04-14,91,"14","15","4","2009",0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,96,103,96
2009-04-15,96,"15","15","4","2009",0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,91,142,130
2009-04-16,87,"16","16","4","2009",0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,96,99,90
2009-04-17,48,"17","16","4","2009",0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,87,51,111
2009-04-18,79,"18","16","4","2009",0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,48,71,76
2009-04-19,107,"19","16","4","2009",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,79,71,59
2009-04-20,116,"20","16","4","2009",0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,107,96,95
2009-04-21,102,"21","16","4","2009",0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,116,91,100
2009-04-22,118,"22","16","4","2009",0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,102,96,120
2009-04-23,86,"23","17","4","2009",0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,118,87,148
2009-04-24,43,"24","17","4","2009",0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,86,48,138
2009-04-25,132,"25","17","4","2009",0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,43,79,87
2009-04-26,157,"26","17","4","2009",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,132,107,68
2009-04-27,102,"27","17","4","2009",0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,157,116,87
2009-04-28,102,"28","17","4","2009",0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,102,102,91
2009-04-29,142,"29","17","4","2009",0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,102,118,106
2009-04-30,105,"30","18","4","2009",0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,142,86,107
2009-05-01,40,"1","18","5","2009",0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,105,43,104
2009-05-02,169,"2","18","5","2009",0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,40,132,93
2009-05-03,120,"3","18","5","2009",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,169,157,54
2009-05-04,136,"4","18","5","2009",0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,120,102,62
2009-05-05,111,"5","18","5","2009",0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,136,102,112
2009-05-06,157,"6","18","5","2009",0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,111,142,110
2009-05-07,154,"7","19","5","2009",0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,157,105,103
2009-05-08,62,"8","19","5","2009",0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,154,40,142
2009-05-09,157,"9","19","5","2009",0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,62,169,99
2009-05-10,188,"10","19","5","2009",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,157,120,51
2009-05-11,129,"11","19","5","2009",0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,188,136,71
2009-05-12,134,"12","19","5","2009",0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,129,111,71
2009-05-13,133,"13","19","5","2009",0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,134,157,96
2009-05-14,136,"14","20","5","2009",0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,133,154,91
2009-05-15,52,"15","20","5","2009",0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,136,62,96
2009-05-16,164,"16","20","5","2009",0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,52,157,87
2009-05-17,209,"17","20","5","2009",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,164,188,48
2009-05-18,149,"18","20","5","2009",0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,209,129,79
2009-05-19,133,"19","20","5","2009",0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,149,134,107
2009-05-20,116,"20","20","5","2009",0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,133,133,116
2009-05-21,103,"21","21","5","2009",0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,116,136,102
2009-05-22,57,"22","21","5","2009",0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,103,52,118
2009-05-23,113,"23","21","5","2009",0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,57,164,86
2009-05-24,284,"24","21","5","2009",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,113,209,43
2009-05-25,421,"25","21","5","2009",0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,284,149,132
2009-05-26,331,"26","21","5","2009",0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,421,133,157
2009-05-27,344,"27","21","5","2009",0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,331,116,102
2009-05-28,382,"28","22","5","2009",0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,344,103,102
2009-05-29,366,"29","22","5","2009",0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,382,57,142
2009-05-30,506,"30","22","5","2009",0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,366,113,105
2009-05-31,572,"31","22","5","2009",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,506,284,40
2009-06-01,388,"1","22","6","2009",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,572,421,169
2009-06-02,411,"2","22","6","2009",0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,388,331,120
2009-06-03,483,"3","22","6","2009",0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,411,344,136
2009-06-04,427,"4","23","6","2009",0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,483,382,111
2009-06-05,354,"5","23","6","2009",0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,427,366,157
2009-06-06,286,"6","23","6","2009",0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,354,506,154
2009-06-07,427,"7","23","6","2009",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,286,572,62
2009-06-08,314,"8","23","6","2009",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,427,388,157
2009-06-09,192,"9","23","6","2009",0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,314,411,188
2009-06-10,247,"10","23","6","2009",0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,192,483,129
2009-06-11,362,"11","24","6","2009",0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,247,427,134
2009-06-12,464,"12","24","6","2009",0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,362,354,133
2009-06-13,431,"13","24","6","2009",0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,464,286,136
2009-06-14,192,"14","24","6","2009",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,431,427,52
2009-06-15,464,"15","24","6","2009",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,192,314,164
2009-06-16,563,"16","24","6","2009",0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,464,192,209
2009-06-17,360,"17","24","6","2009",0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,563,247,149
2009-06-18,399,"18","25","6","2009",0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,360,362,133
2009-06-19,464,"19","25","6","2009",0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,399,464,116
2009-06-20,304,"20","25","6","2009",0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,464,431,103
2009-06-21,523,"21","25","6","2009",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,304,192,57
2009-06-22,574,"22","25","6","2009",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,523,464,113
2009-06-23,349,"23","25","6","2009",0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,574,563,284
2009-06-24,458,"24","25","6","2009",0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,349,360,421
2009-06-25,385,"25","26","6","2009",0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,458,399,331
2009-06-26,254,"26","26","6","2009",0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,385,464,344
2009-06-27,428,"27","26","6","2009",0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,254,304,382
2009-06-28,205,"28","26","6","2009",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,428,523,366
2009-06-29,476,"29","26","6","2009",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,205,574,506
2009-06-30,483,"30","26","6","2009",0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,476,349,572
2009-07-01,609,"1","26","7","2009",0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,483,458,388
2009-07-02,567,"2","27","7","2009",0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,609,385,411
2009-07-03,305,"3","27","7","2009",0,1,6,1,0,0,0,0,0,0,1,0,0,0,0,567,254,483
2009-07-04,339,"4","27","7","2009",0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,305,428,427
2009-07-05,557,"5","27","7","2009",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,339,205,354
2009-07-06,550,"6","27","7","2009",0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,557,476,286
2009-07-07,532,"7","27","7","2009",0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,550,483,427
2009-07-08,730,"8","27","7","2009",0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,532,609,314
2009-07-09,553,"9","28","7","2009",0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,730,567,192
2009-07-10,557,"10","28","7","2009",0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,553,305,247
2009-07-11,787,"11","28","7","2009",0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,557,339,362
2009-07-12,904,"12","28","7","2009",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,787,557,464
2009-07-13,639,"13","28","7","2009",0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,904,550,431
2009-07-14,620,"14","28","7","2009",0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,639,532,192
2009-07-15,552,"15","28","7","2009",0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,620,730,464
2009-07-16,519,"16","29","7","2009",0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,552,553,563
2009-07-17,591,"17","29","7","2009",0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,519,557,360
2009-07-18,647,"18","29","7","2009",0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,591,787,399
2009-07-19,906,"19","29","7","2009",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,647,904,464
2009-07-20,536,"20","29","7","2009",0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,906,639,304
2009-07-21,340,"21","29","7","2009",0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,536,620,523
2009-07-22,393,"22","29","7","2009",0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,340,552,574
2009-07-23,509,"23","30","7","2009",0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,393,519,349
2009-07-24,540,"24","30","7","2009",0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,509,591,458
2009-07-25,728,"25","30","7","2009",0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,540,647,385
2009-07-26,639,"26","30","7","2009",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,728,906,254
2009-07-27,510,"27","30","7","2009",0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,639,536,428
2009-07-28,399,"28","30","7","2009",0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,510,340,205
2009-07-29,395,"29","30","7","2009",0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,399,393,476
2009-07-30,273,"30","31","7","2009",0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,395,509,483
2009-07-31,367,"31","31","7","2009",0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,273,540,609
2009-08-01,601,"1","31","8","2009",0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,367,728,567
2009-08-02,773,"2","31","8","2009",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,601,639,305
2009-08-03,483,"3","31","8","2009",0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,773,510,339
2009-08-04,506,"4","31","8","2009",0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,483,399,557
2009-08-05,519,"5","31","8","2009",0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,506,395,550
2009-08-06,357,"6","32","8","2009",0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,519,273,532
2009-08-07,403,"7","32","8","2009",0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,357,367,730
2009-08-08,432,"8","32","8","2009",0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,403,601,553
2009-08-09,600,"9","32","8","2009",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,432,773,557
2009-08-10,418,"10","32","8","2009",0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,600,483,787
2009-08-11,477,"11","32","8","2009",0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,418,506,904
2009-08-12,406,"12","32","8","2009",0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,477,519,639
2009-08-13,295,"13","33","8","2009",0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,406,357,620
2009-08-14,119,"14","33","8","2009",0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,295,403,552
2009-08-15,344,"15","33","8","2009",0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,119,432,519
2009-08-16,528,"16","33","8","2009",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,344,600,591
2009-08-17,112,"17","33","8","2009",0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,528,418,647
2009-08-18,145,"18","33","8","2009",0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,112,477,906
2009-08-19,143,"19","33","8","2009",0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,145,406,536
2009-08-20,124,"20","34","8","2009",0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,143,295,340
2009-08-21,69,"21","34","8","2009",0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,124,119,393
2009-08-22,197,"22","34","8","2009",0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,69,344,509
2009-08-23,182,"23","34","8","2009",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,197,528,540
2009-08-24,110,"24","34","8","2009",0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,182,112,728
2009-08-25,97,"25","34","8","2009",0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,110,145,639
2009-08-26,121,"26","34","8","2009",0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,97,143,510
2009-08-27,116,"27","35","8","2009",0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,121,124,399
2009-08-28,68,"28","35","8","2009",0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,116,69,395
2009-08-29,119,"29","35","8","2009",0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,68,197,273
2009-08-30,151,"30","35","8","2009",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,119,182,367
2009-08-31,130,"31","35","8","2009",0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,151,110,601
2009-09-01,109,"1","35","9","2009",0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,130,97,773
2009-09-02,101,"2","35","9","2009",0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,109,121,483
2009-09-03,37,"3","36","9","2009",0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,101,116,506
2009-09-04,32,"4","36","9","2009",0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,37,68,519
2009-09-05,103,"5","36","9","2009",0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,32,119,357
2009-09-06,114,"6","36","9","2009",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,103,151,403
2009-09-07,58,"7","36","9","2009",0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,114,130,432
2009-09-08,113,"8","36","9","2009",0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,58,109,600
2009-09-09,107,"9","36","9","2009",0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,113,101,418
2009-09-10,94,"10","37","9","2009",0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,107,37,477
2009-09-11,46,"11","37","9","2009",0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,94,32,406
2009-09-12,76,"12","37","9","2009",0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,46,103,295
2009-09-13,89,"13","37","9","2009",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,76,114,119
2009-09-14,109,"14","37","9","2009",0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,89,58,344
2009-09-15,114,"15","37","9","2009",0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,109,113,528
2009-09-16,76,"16","37","9","2009",0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,114,107,112
2009-09-17,69,"17","38","9","2009",0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,76,94,145
2009-09-18,56,"18","38","9","2009",0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,69,46,143
2009-09-19,67,"19","38","9","2009",0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,56,76,124
2009-09-20,77,"20","38","9","2009",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,67,89,69
2009-09-21,103,"21","38","9","2009",0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,77,109,197
2009-09-22,101,"22","38","9","2009",0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,103,114,182
2009-09-23,84,"23","38","9","2009",0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,101,76,110
2009-09-24,52,"24","39","9","2009",0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,84,69,97
2009-09-25,51,"25","39","9","2009",0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,52,56,121
2009-09-26,61,"26","39","9","2009",0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,51,67,116
2009-09-27,56,"27","39","9","2009",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,61,77,68
